name,status,finance_type,url
Chad Syphers,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knpwtd8kedya2qb543bk6y98
Timothy Becker,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkkpp6spf80a2a02sb7k377e
Clifford Noyes,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp65hmj3f0cvb6rz3yxfgbcz
Douglas Colburn Carlisle Jr,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qag0hdrt0
Matthew Foster,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkm9ht2af70smsfn808fs5yn
Anne Carney,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkq0f05cfr8vp4m31qgf7t43
Vincent Maietta,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3vxfzee408tvztsmp8dt51
Tammy Gay,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkm0jttrftca4gnvjp4jce1j
Robin Upton-Sukeforth,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkkw7rqmf4xa536cep5rq04q
Albert Joy,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmrnv0tzfshvz99arsnhz34g
Cherri L Crockett,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zxsbp1jrm
Gail J Clark,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw800t4bfam7
Corey Leigh Bagley,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758nwg004qj
"Frank Mawson Blauvelt, Jr.",Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw807p69k188
Todd Lyford,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khs07jfgf1aab21hmkt9kkwp
"William King, Jr.",Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7s4s4xf67bcb2jbp0mevvz
Valerie Adams,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh6yjy2hex39hddhbrdtxthj
"Neil McLean, Jr.",Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7tr8dce38sv4fjmxedmhk5
Natasha C Irving,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw800g06pdy9
Roland Poirier,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbkc699ft7vw29ddy842y0s
Jason Trundy,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjwx2rhpfgqtwbjsws3q2d38
Kari Wells-Puckett,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkenzbdheswrm0rjx3j51924
Patricia Smith,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7t3twrfwqr6am2jxjntt0x
Eric White,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knpxc74sens86xd3mka1w97w
Gary McGrane,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcqe2xs2kmqjycvw7px
Adrienne Paul,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbjfd3zct
Earl Ireland,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khvwm21ge9cbgegk682ya97x
Daniel Daley,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh6fdw5qeyvawhm7btwkzv86
Jeffrey Gilbert,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7rj2m2f3vr2demskjz2bqs
Walter Voskian,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh6jnzyke0zvsqjsed4hm2fv
"Paul Titcomb Davis, Sr.",Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qe18s4b1
Roch  Angers,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9dcvhye1n86vtp6sebdkeg
Doris Ortiz,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khsb7fmkejbrfwnmv4pj98nk
Noel Madore,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkc1xtxsecmtcehxbsjgc4by
Anthony M. Weaver,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk2107j5f2esb7c3vm6702mt
Annalyse Sarvinas,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjx6x0s7ferb3wwth1va070z
Breanna Pinkham Bebb,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khcfhvn8f26thaqp7s6gz65g
Justin Chenette,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zz0qp0t4r
Robert Carlton,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9h5hfxeezvp06c421hxmsv
Nathan M. Carlow,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkc6wegzea4vqcpmfpg0bw0q
Austin Theriault,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk20ee52fk8rxagvk7gwp6t0
Mathew David McIntyre,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbnkd1hb6
Ambureen Rana,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7py2t8eptvk536vv6t74av
Luke Dylan Jensen,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km65r08ae83tjkrbf4dkrev9
Sheila Lyman,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km65aqy3fhpsyzmghz2yy0za
Edward Glaser,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km0mwsqzefzr9qdn8q53sfvn
Gordon Bell,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kns7c18yenvavgb07sseqeye
Arlie Hetrick Jr.,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjzxda0wf8pagve0ns51tw12
Charles Edward Tilburg,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c9fdgtr40
Amy D. Kuhn,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat85e79st2re6fbvnhaf
Amy J Roeder,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw805eq8wtes
Caleb Joshua NESS,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qb17c3xm1
Cheryl Hewes,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjxc6qyvf5hb3rnjp3hrypzg
Anne Graham,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7mxyq2ext9hgbpd5abe40f
Ayn Hanselmann,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8g9wepfwcvvr9evsxxerer
Bradley Moulton,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7pnsy8f6qb2cav67pygv7f
Christopher Alfred Lewey,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbwrd7k2b
Poppy T. Arford,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw800mmx66a2
Cynthia Soma-Hernandez,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kka0qrbsfzdrf7brrnbrkkfa
Joshua D. Gerritsen,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c9925ndzz
Clinton Phinney Jr.,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh991tnqfths1f70tf6e9k5x
Kimberly J. Pomerleau,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdka2kqzvj
Tracy Quint,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khvdqbgkf6ss8nfhhjck9jh9
Dexter 'Buzz' Bridges,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkvvwpprek3b2x5fyxvmbmpb
Grayson Lookner,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkhjx7vpfbktnqz3j3kj8jxw
Kelly Maureen Noonan Murphy,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8090c1chtn
Samuel Lewis Zager,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zz91dadg8
John Eder,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zwr5k17g8
Daniel Sayre,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qdwd3tm92
Azalea Cormier,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khcbzabeetvr2e4yqxtkcagb
Jill C. Duson,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q9m0pf0tv
Michael D. Perkins,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw807cwn1fsq
Flavia DeBrito,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khedptrpfj3t0r4arxww7sx2
Trent Vellella,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkvr3wwdetnsd0z1bcanzs1d
Timothy Nickels,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmdzfywefypsm1psyb3y08ez
Kenneth Davis,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zx7f17bj4
David Wayne Guilmette,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0caxv1fsas
Cassandra Anne Dove,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmg22ceqedqb23rhh00b24ed
Scott A. Harriman,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qczsbke0w
Ravi Jackson,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmg4dd2me35ajabmhgc1295d
Harry White,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkvzqjmvfjta321a1gkhp6bh
Nancy Theriault - Special,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmg9gszqekhv6w7gbcf3vr88
Nancy McDowell-Special,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmga8ym1fsnbevc5crxez0ks
Dale Lancaster,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbnz3c0f0cstjddv300v4at
John Alsop,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw802nbcvcqe
Allison Perkins,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmjvs0z8etxv8z67agwkd6hh
Abigail Geer,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkemta5ceeet0vfqnzxf4tm6
Suzanne Johnson,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkw18pe3f30927gxp2anjx3z
Emily Dingman,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmqnkp3aex5vze908k5s9jbd
Eric Boothroyd,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmqv87vcew7b96gv3ehwmth0
Andrew Zarro,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zq9knyrfg
Laura Supica,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmrf17wsek9rtc2b6yz3pxwc
Colleen O'Neal,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkvygx9gf1ta57q9yq2rxhqe
Jessica Blanchard,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knwjnbpgf30ak3nzejgvd3r1
Denise Tepler,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsb2b85fw
Edward Mathias Kamin III,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knsvqcw6fghbq2wvdfeyv1ph
John Hansen,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmrfmrbqe0nrk9b2tetms188
Richard G. Mason,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qchy4tn7j
Yusuf Yusuf,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmr8kwe3e68rk33j2a881tva
Robin Crawley,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmrgg4nsep4bcne7st38918q
Nathan Burnett,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qa3mq63v9
Jeff Harris,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn04h7syegm99d0m7bpthym4
Monica Cease,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn0664tdf4m8wa4b6vx09jms
David Corbett,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn08ehd0ex7990b1a167vb08
Eleanor Sato,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khcgp2gcfkcbj9xjddrw1gy0
Henry L Ingwersen,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdgfz5ayyz
Wyatt Beaulieu,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khpk9kb8fystaqb7yjan9802
Marygrace Cimino,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjzt5ea1ezwbdz37q1xy9g2t
Courtney Hammond,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knsxgd32exkaasy7fqy4zz0g
Steven McGee,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knsy0yb0f7395rjkqbxbqxyz
Bruce Archer,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmg5m88kevv9sd8y3ygtbae2
James McClymer,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn23rexbe0gabby49dfzpbg8
Daniel Simonds,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn2940f1eecb81xcpeyj53wf
David Potvin,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knsyfdnsetyrcbw079p8sbz7
Timothy Towne,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp925p1rehx88tdejsvz0wxz
Gary McGrane,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp93xsymexmvmq2f2n8m5b94
Peter Q. Jenks,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsnpxaas7
Bradley Youngs,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zxf35wt3e
Brianna Lueck,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp3fa4azfdm8rbczpey8gh6c
Coreene Baumann,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn2atgw5e15bsrq1t53wnzvk
Sigrid Ann Olson,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn2g8bzaetdb6kwy5dhyk1tj
Dani O'Halloran,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zyty4t5nc
Alan Lee Orcutt,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvjnqyhb2
Keith Newman,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knhetv5hetgtknce4rt0pd97
Traci Gere,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806hc84qnt
Mark Walker,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp8tc3b9e5nt1hy5wke20q0c
Rafael Macias,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7nbr72f0790xqcqd0hbbb3
Scott W. Cyrway,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qbpzdr0v
Timothy Conrad Guerrette,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbbg0eq17
Kilton McCarthy Webb,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zxm30va2j
Richard Marc Goldman,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9gjar3f9rbxk989t0wgxzh
Derek Allen Levasseur,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qd6j9nk3m
Kiernan Innes Majerus-Collins,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdhfe0t2pt
Michael R. Scott,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw80106sfc9v
Corinna Cole,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw808gp5h03v
Dennis Mahar,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn4h3hscettbpe1n5z0v65gk
Brett Barrett,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kq04mb2dfkfrjc6tehd0w8ad
Clifton Foster,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kpy22g9kfxfsg5vmxwpdc3py
Matthew Kershaw,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn4qhkcfejvscbvc5ecegev8
Rolf Arthur Olsen Jr.,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zstc04a8g
Melissa Byer,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkm9d1tweesv5ym73va5cmta
Chris P Austin,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0catda4wkv
Andrew Gattine,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjve1c8tfaeav5bv9g3xmf4x
Dana Marie Appleby,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn23339keq8v2thmj33r5qvt
William J. St. Michel,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zwegwgy12
Chester B. Grover III,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zxhdfxmn7
Darlene Perry,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kqcm6156evmtasdwjv3z2gn4
Alphonzo Wagner III,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn2v0ydhecptc53gcpk8mh26
James Berube,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn4tkvnjesjbxrym6vhksxhc
Henry Lawrence,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn7wt00jfrkakpzdc68sxsz0
Zachary Anders Wood,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdmgdab8ad
David Ulrich,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kpr44cfhfsvv1rk0cy7p2rc0
David Duguay,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kqsn38yhf6sbk53n7tfpb3rs
Shawn Saindon,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkkqq7khfy08rwphmm97pj6b
Jean Donovan,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn7x9z2ker0t0ere86d983be
Braeden Webber,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh546xgjef49evnsqb3g36an
Scott Girardin,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp3x7f5kf1cbts52s3v50zqj
Dean LePage,Active,MCEA,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kna1kf0qeykvrk4ynzb3tgmg
Adam Joseph Shaw,Active,TF,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kqw9ypheesfvz8nzde0m69xy
